"zona","provincia","maxabs","minabs","brecha_sc","count.sc","municipio","provincianombre"
"24114","24",33.4,26,7.4,4,"Pola de Gordón, La","León"
"04103","04",35.6,28.2,7.4,2,"Zurgena","Almería"
"50089","50",38.2,30.8,7.4,6,"Cuarte de Huerva","Zaragoza"
"08261","08",39.7,32.3,7.4,2,"Santa Susanna","Barcelona"
"45047","45",42.7,35.3,7.4,2,"Cedillo del Condado","Toledo"
"46098","46",22.3,14.8,7.5,3,"Corbera","Valencia/Valéncia"
"15077","15",25.9,18.4,7.5,8,"Santa Comba","Coruña, A"
"06060","06",27.1,19.6,7.5,5,"Guareña","Badajoz"
"36006","36",30.1,22.6,7.5,9,"Cambados","Pontevedra"
"39085","39",30.3,22.8,7.5,5,"Suances","Cantabria"
"32017","32",30.6,23.1,7.5,2,"Carballeda de Valdeorras","Ourense"
"17020","17",34.4,26.9,7.5,3,"Bescanó","Girona"
"34004","34",34.7,27.2,7.5,6,"Aguilar de Campoo","Palencia"
"06158","06",35.7,28.2,7.5,11,"Zafra","Badajoz"
"36048","36",36.2,28.7,7.5,6,"Rosal, O","Pontevedra"
"25021","25",41.5,34,7.5,3,"Almenar","Lleida"
"08210","08",41.6,34.1,7.5,4,"Sant Feliu de Codines","Barcelona"
"25040","25",41.7,34.2,7.5,9,"Balaguer","Lleida"
"07064","07",43.4,35.9,7.5,5,"Castell, Es","Balears, Illes"
"45201","45",43.4,35.9,7.5,3,"Yeles","Toledo"
"08163","08",46.1,38.6,7.5,14,"Pineda de Mar","Barcelona"
"45101","45",22.5,14.9,7.6,4,"Miguel Esteban","Toledo"
"46081","46",26.3,18.7,7.6,8,"Canals","Valencia/Valéncia"
"11901","11",31.2,23.6,7.6,6,"Benalup-Casas Viejas","Cádiz"
"19280","19",37.4,29.8,7.6,2,"Torrejón del Rey","Guadalajara"
"33041","33",39.8,32.2,7.6,7,"Navia","Asturias"
"08088","08",40.4,32.8,7.6,7,"Garriga, La","Barcelona"
"36035","36",42.4,34.8,7.6,10,"Nigrán","Pontevedra"
"41044","41",42.7,35.1,7.6,6,"Gelves","Sevilla"
"08902","08",43.7,36.1,7.6,2,"Vilanova del Vallès","Barcelona"
"29073","29",23.4,15.7,7.7,2,"Monda","Málaga"
"30012","30",25.2,17.5,7.7,12,"Bullas","Murcia"
"35033","35",27,19.3,7.7,7,"Vega de San Mateo","Palmas, Las"
"18105","18",28.2,20.5,7.7,4,"Iznalloz","Granada"
"46116","46",29.8,22.1,7.7,10,"Eliana, l'","Valencia/Valéncia"
"33012","33",35.4,27.7,7.7,5,"Cangas de Onís","Asturias"
"21070","21",39.2,31.5,7.7,5,"Trigueros","Huelva"
"08302","08",44,36.3,7.7,7,"Vilanova del Camí","Barcelona"
"08221","08",45.7,38,7.7,9,"Sant Just Desvern","Barcelona"
"17089","17",48.7,41,7.7,4,"Llagostera","Girona"
"13013","13",26.6,18.8,7.8,7,"Almagro","Ciudad Real"
"36036","36",26.6,18.8,7.8,3,"Oia","Pontevedra"
"06052","06",30.2,22.4,7.8,4,"Fuente de Cantos","Badajoz"
"35009","35",30.8,23,7.8,16,"Gáldar","Palmas, Las"
"14012","14",31.5,23.7,7.8,7,"Bujalance","Córdoba"
"28038","28",32.5,24.7,7.8,3,"Cercedilla","Madrid"
"43145","43",33.8,26,7.8,3,"Selva del Camp, La","Tarragona"
"28151","28",34.1,26.3,7.8,3,"Torrelaguna","Madrid"
"17009","17",34.7,26.9,7.8,3,"Arbúcies","Girona"
"20081","20",37.5,29.7,7.8,6,"Zumaia","Gipuzkoa"
"20081","20",37.5,29.7,7.8,6,"Zumaia","Gipuzcoa"
"41047","41",46.3,38.5,7.8,7,"Gines","Sevilla"
"17083","17",46.8,39,7.8,3,"Hostalric","Girona"
"30042","30",25.3,17.4,7.9,2,"Villanueva del Río Segura","Murcia"
"18182","18",27,19.1,7.9,2,"Ugíjar","Granada"
"36056","36",31.2,23.3,7.9,6,"Valga","Pontevedra"
"09410","09",31.6,23.7,7.9,3,"Valle de Mena","Burgos"
"36059","36",33.3,25.4,7.9,5,"Vila de Cruces","Pontevedra"
"07006","07",36.1,28.2,7.9,5,"Artà","Balears, Illes"
"23081","23",36.5,28.6,7.9,3,"Segura de la Sierra","Jaén"
"26011","26",37.1,29.2,7.9,6,"Alfaro","Rioja, La"
"18011","18",37.8,29.9,7.9,4,"Alfacar","Granada"
"48901","48",37.9,30,7.9,4,"Derio","Bizkaia"
"31903","31",39.8,31.9,7.9,5,"Berriozar","Navarra"
"25207","25",40.9,33,7.9,5,"Solsona","Lleida"
"08092","08",44.9,37,7.9,4,"Gironella","Barcelona"
"43051","43",49.1,41.2,7.9,5,"Cunit","Tarragona"
"15024","15",22.4,14.4,8,4,"Cerceda","Coruña, A"
"06095","06",24.7,16.7,8,8,"Olivenza","Badajoz"
"23075","23",27.8,19.8,8,3,"Sabiote","Jaén"
"20063","20",40.5,32.5,8,7,"Oiartzun","Gipuzkoa"
"20063","20",40.5,32.5,8,7,"Oiartzun","Gipuzcoa"
"17185","17",40.6,32.6,8,3,"Sant Joan les Fonts","Girona"
"08235","08",42.6,34.6,8,3,"Sant Pol de Mar","Barcelona"
"08167","08",46.3,38.3,8,4,"Polinyà","Barcelona"
"41036","41",26.2,18.1,8.1,5,"Coronil, El","Sevilla"
"35031","35",27.6,19.5,8.1,6,"Valsequillo de Gran Canaria","Palmas, Las"
"31249","31",28.8,20.7,8.1,2,"Valtierra","Navarra"
"30018","30",29,20.9,8.1,9,"Ceutí","Murcia"
"23095","23",30.7,22.6,8.1,9,"Villacarrillo","Jaén"
"31906","31",31.5,23.4,8.1,2,"Orkoien","Navarra"
"36053","36",32.2,24.1,8.1,5,"Soutomaior","Pontevedra"
"15085","15",32.9,24.8,8.1,4,"Touro","Coruña, A"
"46183","46",33,24.9,8.1,5,"Olleria, l'","Valencia/Valéncia"
"17092","17",37.7,29.6,8.1,3,"Llançà","Girona"
"38027","38",38.7,30.6,8.1,5,"Paso, El","Santa Cruz de Tenerife"
"17044","17",44.6,36.5,8.1,5,"Cassà de la Selva","Girona"
"38029","38",44.6,36.5,8.1,2,"Puntagorda","Santa Cruz de Tenerife"
"37322","37",47.8,39.7,8.1,2,"Terradillos","Salamanca"
"46126","46",24.9,16.7,8.2,5,"Foios","Valencia/Valéncia"
"45136","45",33.1,24.9,8.2,5,"Puebla de Montalbán, La","Toledo"
"38046","38",35.2,27,8.2,7,"Tegueste","Santa Cruz de Tenerife"
"01051","01",35.5,27.3,8.2,3,"Salvatierra/Agurain","Araba/Álava"
"32001","32",36.8,28.6,8.2,4,"Allariz","Ourense"
"28068","28",37.4,29.2,8.2,8,"Guadarrama","Madrid"
"18014","18",42.2,34,8.2,4,"Alhendín","Granada"
"33026","33",46.4,38.2,8.2,8,"Grado","Asturias"
"46015","46",26.9,18.6,8.3,6,"Alcàsser","Valencia/Valéncia"
"31104","31",29,20.7,8.3,2,"Falces","Navarra"
"43064","43",29.8,21.5,8.3,2,"Gandesa","Tarragona"
"02086","02",33.5,25.2,8.3,2,"Yeste","Albacete"
"48097","48",35,26.7,8.3,2,"Zaratamo","Bizkaia"
"20016","20",36.5,28.2,8.3,2,"Aia","Gipuzkoa"
"20016","20",36.5,28.2,8.3,2,"Aia","Gipuzcoa"
"48060","48",37.7,29.4,8.3,3,"Markina-Xemein","Bizkaia"
"25019","25",40.1,31.8,8.3,4,"Almacelles","Lleida"
"27013","27",22.9,14.5,8.4,4,"Cervo","Lugo"
"46139","46",24.9,16.5,8.4,4,"Guadassuar","Valencia/Valéncia"
"18039","18",26.2,17.8,8.4,4,"Caniles","Granada"
"46031","46",31.3,22.9,8.4,8,"Alginet","Valencia/Valéncia"
"27030","27",33.3,24.9,8.4,4,"Mondoñedo","Lugo"
"28129","28",35.3,26.9,8.4,6,"San Agustín del Guadalix","Madrid"
"38033","38",37,28.6,8.4,4,"San Andrés y Sauces","Santa Cruz de Tenerife"
"41085","41",37.5,29.1,8.4,3,"Salteras","Sevilla"
"20902","20",37.6,29.2,8.4,13,"Lasarte-Oria","Gipuzkoa"
"20902","20",37.6,29.2,8.4,13,"Lasarte-Oria","Gipuzcoa"
"41012","41",40.8,32.4,8.4,3,"Aznalcázar","Sevilla"
"18021","18",46.7,38.3,8.4,14,"Armilla","Granada"
"18193","18",47.9,39.5,8.4,10,"Zubia, La","Granada"
"08209","08",52.5,44.1,8.4,4,"Sant Fost de Campsentelles","Barcelona"
"27009","27",24,15.5,8.5,3,"Carballedo","Lugo"
"13065","13",25.9,17.4,8.5,4,"Porzuna","Ciudad Real"
"31227","31",30.9,22.4,8.5,7,"Tafalla","Navarra"
"14069","14",34.3,25.8,8.5,11,"Villanueva de Córdoba","Córdoba"
"20059","20",35.6,27.1,8.5,8,"Oñati","Gipuzkoa"
"20059","20",35.6,27.1,8.5,8,"Oñati","Gipuzcoa"
"47133","47",36.2,27.7,8.5,2,"Renedo de Esgueva","Valladolid"
"36058","36",39.2,30.7,8.5,4,"Vilaboa","Pontevedra"
"08075","08",40.8,32.3,8.5,3,"Dosrius","Barcelona"
"22225","22",41.3,32.8,8.5,3,"Tamarite de Litera","Huesca"
"43012","43",41.5,33,8.5,3,"Altafulla","Tarragona"
"17141","17",47.9,39.4,8.5,5,"Puigcerdà","Girona"
"13028","13",26.2,17.6,8.6,10,"Campo de Criptana","Ciudad Real"
"14010","14",28,19.4,8.6,4,"Benamejí","Córdoba"
"33059","33",29.2,20.6,8.6,4,"Salas","Asturias"
"39061","39",29.3,20.7,8.6,3,"Ribamontán al Mar","Cantabria"
"31068","31",31,22.4,8.6,3,"Cascante","Navarra"
"23087","23",31.2,22.6,8.6,11,"Torredonjimeno","Jaén"
"27018","27",31.9,23.3,8.6,4,"Fonsagrada, A","Lugo"
"31202","31",32,23.4,8.6,3,"Peralta/Azkoien","Navarra"
"48077","48",37.5,28.9,8.6,2,"Plentzia","Bizkaia"
"08067","08",40.4,31.8,8.6,4,"Centelles","Barcelona"
"33060","33",40.4,31.8,8.6,14,"San Martín del Rey Aurelio","Asturias"
"50225","50",44.2,35.6,8.6,2,"Ricla","Zaragoza"
"33025","33",44.3,35.7,8.6,8,"Gozón","Asturias"
"03095","03",26.8,18.1,8.7,6,"Ondara","Alicante"
"06149","06",29.1,20.4,8.7,10,"Villafranca de los Barros","Badajoz"
"23903","23",29.1,20.4,8.7,4,"Villatorres","Jaén"
"13063","13",29.2,20.5,8.7,4,"Piedrabuena","Ciudad Real"
"15048","15",30.8,22.1,8.7,5,"Miño","Coruña, A"
"31149","31",35.5,26.8,8.7,2,"Leitza","Navarra"
"01002","01",36.8,28.1,8.7,7,"Amurrio","Araba/Álava"
"17202","17",38,29.3,8.7,3,"Tossa de Mar","Girona"
"47085","47",39.3,30.6,8.7,14,"Medina del Campo","Valladolid"
"43005","43",41.9,33.2,8.7,2,"Alcover","Tarragona"
"17221","17",50.5,41.8,8.7,4,"Vilafant","Girona"
"07024","07",52.1,43.4,8.7,6,"Formentera","Balears, Illes"
"41070","41",52.5,43.8,8.7,5,"Palomares del Río","Sevilla"
"31072","31",30.7,21.9,8.8,4,"Cintruénigo","Navarra"
"39009","39",31,22.2,8.8,3,"Bárcena de Cicero","Cantabria"
"24223","24",31.9,23.1,8.8,2,"Villarejo de Órbigo","León"
"11024","11",34.4,25.6,8.8,7,"Olvera","Cádiz"
"23058","23",35,26.2,8.8,8,"Mancha Real","Jaén"
"21017","21",36.5,27.7,8.8,3,"Calañas","Huelva"
"28176","28",38.1,29.3,8.8,8,"Villanueva de la Cañada","Madrid"
"33049","33",39.9,31.1,8.8,8,"Piloña","Asturias"
"48083","48",40,31.2,8.8,6,"Ortuella","Bizkaia"
"17036","17",40.9,32.1,8.8,3,"Campdevànol","Girona"
"37046","37",41.9,33.1,8.8,13,"Béjar","Salamanca"
"28043","28",46.6,37.8,8.8,5,"Colmenar de Oreja","Madrid"
"12104","12",28.3,19.4,8.9,7,"Segorbe","Castellón/Castelló"
"46223","46",30.9,22,8.9,6,"Sedaví","Valencia/Valéncia"
"10128","10",31,22.1,8.9,5,"Moraleja","Cáceres"
"38015","38",33.5,24.6,8.9,4,"Garachico","Santa Cruz de Tenerife"
"10203","10",34.6,25.7,8.9,5,"Valencia de Alcántara","Cáceres"
"48046","48",36.9,28,8.9,12,"Gernika-Lumo","Bizkaia"
"44025","44",37.7,28.8,8.9,6,"Andorra","Teruel"
"28091","28",38.4,29.5,8.9,4,"Morata de Tajuña","Madrid"
"23028","23",38.9,30,8.9,7,"Cazorla","Jaén"
"23092","23",39.2,30.3,8.9,28,"Úbeda","Jaén"
"45176","45",39.8,30.9,8.9,4,"Ugena","Toledo"
"48002","48",40.6,31.7,8.9,7,"Abanto y Ciérvana-Abanto Zierbena","Bizkaia"
"15901","15",40.9,32,8.9,3,"Cariño","Coruña, A"
"23086","23",41.8,32.9,8.9,11,"Torre del Campo","Jaén"
"25058","25",43.9,35,8.9,4,"Borges Blanques, Les","Lleida"
"15031","15",45.7,36.8,8.9,19,"Culleredo","Coruña, A"
"13015","13",28.9,19.9,9,7,"Almodóvar del Campo","Ciudad Real"
"29040","29",30.4,21.4,9,2,"Casarabonela","Málaga"
"15089","15",30.7,21.7,9,4,"Vedra","Coruña, A"
"21014","21",31.7,22.7,9,3,"Bonares","Huelva"
"36044","36",31.9,22.9,9,2,"Pontecesures","Pontevedra"
"06123","06",32.3,23.3,9,4,"San Vicente de Alcántara","Badajoz"
"04049","04",32.9,23.9,9,4,"Garrucha","Almería"
"14054","14",33.3,24.3,9,11,"Pozoblanco","Córdoba"
"39059","39",34.6,25.6,9,10,"Reinosa","Cantabria"
"28172","28",35.2,26.2,9,6,"Villalbilla","Madrid"
"15021","15",37.8,28.8,9,5,"Carral","Coruña, A"
"18138","18",38.7,29.7,9,2,"Moraleda de Zafayona","Granada"
"28059","28",39.4,30.4,9,3,"Fuente el Saz de Jarama","Madrid"
"08123","08",43.1,34.1,9,12,"Molins de Rei","Barcelona"
"18101","18",43.9,34.9,9,6,"Huétor Vega","Granada"
"32068","32",29.3,20.2,9.1,2,"Ramirás","Ourense"
"15046","15",30,20.9,9.1,7,"Melide","Coruña, A"
"32024","32",30.2,21.1,9.1,4,"Celanova","Ourense"
"46013","46",31.3,22.2,9.1,13,"Alboraya","Valencia/Valéncia"
"15074","15",31.4,22.3,9.1,4,"Rois","Coruña, A"
"38053","38",32.1,23,9.1,5,"Villa de Mazo","Santa Cruz de Tenerife"
"21054","21",32.6,23.5,9.1,6,"Palma del Condado, La","Huelva"
"11010","11",37.3,28.2,9.1,6,"Bornos","Cádiz"
"20018","20",38.9,29.8,9.1,9,"Azpeitia","Gipuzkoa"
"20018","20",38.9,29.8,9.1,9,"Azpeitia","Gipuzcoa"
"38020","38",39.5,30.4,9.1,15,"Güímar","Santa Cruz de Tenerife"
"28084","28",40.8,31.7,9.1,11,"Mejorada del Campo","Madrid"
"18153","18",43.7,34.6,9.1,7,"Peligros","Granada"
"20053","20",45.1,36,9.1,4,"Lezo","Gipuzkoa"
"20053","20",45.1,36,9.1,4,"Lezo","Gipuzcoa"
"08159","08",46.1,37,9.1,11,"Parets del Vallès","Barcelona"
"39030","39",26.5,17.3,9.2,2,"Guriezo","Cantabria"
"32088","32",28.8,19.6,9.2,2,"Vilamartín de Valdeorras","Ourense"
"15056","15",29.6,20.4,9.2,5,"Negreira","Coruña, A"
"26102","26",30,20.8,9.2,6,"Nájera","Rioja, La"
"30025","30",30.8,21.6,9.2,7,"Lorquí","Murcia"
"46903","46",32.5,23.3,9.2,4,"San Antonio de Benagéber","Valencia/Valéncia"
"46237","46",33,23.8,9.2,9,"Tavernes Blanques","Valencia/Valéncia"
"41076","41",33.2,24,9.2,2,"Pruna","Sevilla"
"14002","14",34.2,25,9.2,10,"Aguilar de la Frontera","Córdoba"
"41098","41",34.4,25.2,9.2,4,"Villanueva del Ariscal","Sevilla"
"28170","28",34.8,25.6,9.2,2,"Villaconejos","Madrid"
"28154","28",37,27.8,9.2,4,"Torres de la Alameda","Madrid"
"15009","15",39.2,30,9.2,9,"Betanzos","Coruña, A"
"38037","38",43.4,34.2,9.2,12,"Santa Cruz de la Palma","Santa Cruz de Tenerife"
"18147","18",44.1,34.9,9.2,3,"Órgiva","Granada"
"08281","08",44.8,35.6,9.2,3,"Teià","Barcelona"
"36052","36",29.7,20.4,9.3,8,"Silleda","Pontevedra"
"46083","46",30.9,21.6,9.3,16,"Carcaixent","Valencia/Valéncia"
"43060","43",36.2,26.9,9.3,3,"Flix","Tarragona"
"15072","15",36.6,27.3,9.3,9,"Rianxo","Coruña, A"
"18098","18",36.7,27.4,9.3,6,"Huéscar","Granada"
"41011","41",41.4,32.1,9.3,13,"Arahal","Sevilla"
"08219","08",43.4,34.1,9.3,15,"Vilassar de Mar","Barcelona"
"18145","18",45.2,35.9,9.3,9,"Ogíjares","Granada"
"14019","14",27.5,18.1,9.4,8,"Castro del Río","Córdoba"
"10010","10",33.8,24.4,9.4,3,"Alcuéscar","Cáceres"
"43902","43",35,25.6,9.4,2,"Sant Jaume d'Enveja","Tarragona"
"31070","31",35.3,25.9,9.4,3,"Castejón","Navarra"
"14058","14",35.6,26.2,9.4,7,"Rute","Córdoba"
"33018","33",36,26.6,9.4,3,"Coaña","Asturias"
"41092","41",36,26.6,9.4,7,"Tocina","Sevilla"
"35021","35",39.6,30.2,9.4,12,"Santa Brígida","Palmas, Las"
"50008","50",39.7,30.3,9.4,4,"Alagón","Zaragoza"
"08118","08",45.5,36.1,9.4,14,"Masnou, El","Barcelona"
"08295","08",46.8,37.4,9.4,8,"Vallirana","Barcelona"
"39074","39",27.2,17.7,9.5,6,"Santa María de Cayón","Cantabria"
"12005","12",32,22.5,9.5,8,"Alcora, l'","Castellón/Castelló"
"30901","30",32.2,22.7,9.5,13,"Santomera","Murcia"
"12027","12",38.2,28.7,9.5,14,"Benicarló","Castellón/Castelló"
"40076","40",40.7,31.2,9.5,4,"Espinar, El","Segovia"
"48027","48",41,31.5,9.5,20,"Durango","Bizkaia"
"18003","18",41.1,31.6,9.5,10,"Albolote","Granada"
"37354","37",41.6,32.1,9.5,4,"Villamayor","Salamanca"
"26084","26",42,32.5,9.5,5,"Lardero","Rioja, La"
"07027","07",43.8,34.3,9.5,18,"Inca","Balears, Illes"
"48073","48",44.9,35.4,9.5,7,"Ondarroa","Bizkaia"
"17117","17",53.5,44,9.5,11,"Palafrugell","Girona"
"23062","23",16.6,7,9.6,2,"Montizón","Jaén"
"15045","15",28.2,18.6,9.6,6,"Mazaricos","Coruña, A"
"12033","12",28.3,18.7,9.6,2,"Cabanes","Castellón/Castelló"
"46193","46",30.2,20.6,9.6,7,"Picanya","Valencia/Valéncia"
"27039","27",30.5,20.9,9.6,5,"Outeiro de Rei","Lugo"
"41033","41",31,21.4,9.6,5,"Constantina","Sevilla"
"41075","41",31.7,22.1,9.6,8,"Pilas","Sevilla"
"03079","03",33.1,23.5,9.6,19,"Ibi","Alicante"
"08269","08",38.1,28.5,9.6,2,"Seva","Barcelona"
"20028","20",39.3,29.7,9.6,2,"Zizurkil","Gipuzkoa"
"20028","20",39.3,29.7,9.6,2,"Zizurkil","Gipuzcoa"
"08259","08",40.8,31.2,9.6,4,"Santa Maria de Palautordera","Barcelona"
"36008","36",42.4,32.8,9.6,18,"Cangas","Pontevedra"
"08018","08",45.7,36.1,9.6,3,"Balsareny","Barcelona"
"17181","17",48.3,38.7,9.6,2,"Santa Cristina d'Aro","Girona"
"29079","29",26.9,17.2,9.7,3,"Periana","Málaga"
"28125","28",30.6,20.9,9.7,2,"Robledo de Chavela","Madrid"
"03123","03",33.8,24.1,9.7,7,"Sax","Alicante"
"38041","38",34.5,24.8,9.7,6,"Sauzal, El","Santa Cruz de Tenerife"
"46070","46",35.3,25.6,9.7,13,"Bétera","Valencia/Valéncia"
"34023","34",37.8,28.1,9.7,5,"Venta de Baños","Palencia"
"38043","38",40.5,30.8,9.7,15,"Tacoronte","Santa Cruz de Tenerife"
"33033","33",40.8,31.1,9.7,12,"Lena","Asturias"
"28086","28",43.1,33.4,9.7,3,"Molar, El","Madrid"
"08010","08",44.7,35,9.7,4,"Artés","Barcelona"
"19071","19",46.7,37,9.7,6,"Casar, El","Guadalajara"
"24034","24",26.9,17.1,9.8,3,"Camponaraya","León"
"48096","48",27.1,17.3,9.8,5,"Zalla","Bizkaia"
"29020","29",27.2,17.4,9.8,3,"Arriate","Málaga"
"12011","12",28.1,18.3,9.8,3,"Almenara","Castellón/Castelló"
"46060","46",29.8,20,9.8,9,"Benifaió","Valencia/Valéncia"
"46145","46",30.4,20.6,9.8,20,"Xàtiva","Valencia/Valéncia"
"41049","41",32.8,23,9.8,7,"Guillena","Sevilla"
"31216","31",33.4,23.6,9.8,3,"Sangüesa/Zangoza","Navarra"
"41102","41",33.8,24,9.8,12,"Viso del Alcor, El","Sevilla"
"47165","47",34.2,24.4,9.8,6,"Tordesillas","Valladolid"
"09209","09",34.3,24.5,9.8,5,"Medina de Pomar","Burgos"
"20017","20",35.2,25.4,9.8,8,"Azkoitia","Gipuzkoa"
"20017","20",35.2,25.4,9.8,8,"Azkoitia","Gipuzcoa"
"28167","28",36.4,26.6,9.8,6,"Velilla de San Antonio","Madrid"
"48001","48",36.9,27.1,9.8,5,"Abadiño","Bizkaia"
"07014","07",49.4,39.6,9.8,6,"Capdepera","Balears, Illes"
"17034","17",54.1,44.3,9.8,5,"Calonge","Girona"
"04053","04",28.2,18.3,9.9,11,"Huércal-Overa","Almería"
"36027","36",28.4,18.5,9.9,5,"Meaño","Pontevedra"
"03049","03",31.3,21.4,9.9,11,"Callosa de Segura","Alicante"
"15061","15",32.6,22.7,9.9,8,"Ortigueira","Coruña, A"
"36054","36",34,24.1,9.9,8,"Tomiño","Pontevedra"
"41071","41",34.7,24.8,9.9,6,"Paradas","Sevilla"
"25243","25",39.1,29.2,9.9,3,"Vielha e Mijaran","Lleida"
"27001","27",42.6,32.7,9.9,3,"Abadín","Lugo"
"43050","43",51.5,41.6,9.9,2,"Creixell","Tarragona"
"07049","07",27.1,17.1,10,2,"Sant Joan","Balears, Illes"
"31065","31",29.1,19.1,10,2,"Caparroso","Navarra"
"24015","24",31.4,21.4,10,2,"Benavides","León"
"03119","03",37.5,27.5,10,11,"Sant Joan d'Alacant","Alicante"
"21043","21",38,28,10,2,"Jabugo","Huelva"
"28133","28",39.1,29.1,10,4,"San Martín de Valdeiglesias","Madrid"
"07061","07",39.4,29.4,10,9,"Sóller","Balears, Illes"
"18175","18",40,30,10,10,"Santa Fe","Granada"
"28054","28",40,30,10,8,"Escorial, El","Madrid"
"10115","10",24.6,14.5,10.1,4,"Malpartida de Cáceres","Cáceres"
"30023","30",29.3,19.2,10.1,5,"Librilla","Murcia"
"38025","38",32.2,22.1,10.1,5,"Matanza de Acentejo, La","Santa Cruz de Tenerife"
"36043","36",34.5,24.4,10.1,5,"Ponte Caldelas","Pontevedra"
"15066","15",35.1,25,10.1,5,"Pino, O","Coruña, A"
"31060","31",38.8,28.7,10.1,11,"Burlada/Burlata","Navarra"
"45041","45",38.8,28.7,10.1,3,"Casarrubios del Monte","Toledo"
"48054","48",43.7,33.6,10.1,21,"Leioa","Bizkaia"
"41015","41",48,37.9,10.1,5,"Benacazón","Sevilla"
"21006","21",30.6,20.4,10.2,4,"Alosno","Huelva"
"47090","47",36,25.8,10.2,2,"Mojados","Valladolid"
"11041","11",36.7,26.5,10.2,10,"Villamartín","Cádiz"
"33014","33",42.2,32,10.2,10,"Carreño","Asturias"
"41017","41",49.3,39.1,10.2,10,"Bormujos","Sevilla"
"08161","08",51.6,41.4,10.2,9,"Piera","Barcelona"
"46019","46",23.5,13.2,10.3,9,"Alcúdia, l'","Valencia/Valéncia"
"35027","35",32.3,22,10.3,10,"Teror","Palmas, Las"
"36033","36",34.4,24.1,10.3,10,"Mos","Pontevedra"
"33010","33",34.8,24.5,10.3,3,"Candamo","Asturias"
"15004","15",35.4,25.1,10.3,4,"Ares","Coruña, A"
"18053","18",37.3,27,10.3,2,"Cortes de Baza","Granada"
"23097","23",37.4,27.1,10.3,7,"Villanueva del Arzobispo","Jaén"
"08240","08",39.2,28.9,10.3,8,"Sant Sadurní d'Anoia","Barcelona"
"33045","33",39.5,29.2,10.3,5,"Parres","Asturias"
"36060","36",43.6,33.3,10.3,26,"Vilagarcía de Arousa","Pontevedra"
"08117","08",44.6,34.3,10.3,2,"Masies de Voltregà, Les","Barcelona"
"08191","08",45.6,35.3,10.3,7,"Sallent","Barcelona"
"36018","36",28.7,18.3,10.4,4,"Forcarei","Pontevedra"
"14004","14",29.7,19.3,10.4,2,"Almedinilla","Córdoba"
"46186","46",31,20.6,10.4,14,"Paiporta","Valencia/Valéncia"
"23009","23",32.4,22,10.4,13,"Baeza","Jaén"
"14066","14",32.6,22.2,10.4,6,"Villa del Río","Córdoba"
"21047","21",33.5,23.1,10.4,2,"Manzanilla","Huelva"
"36061","36",35,24.6,10.4,7,"Vilanova de Arousa","Pontevedra"
"15068","15",37.3,26.9,10.4,6,"Ponteceso","Coruña, A"
"20076","20",37.7,27.3,10.4,8,"Ordizia","Gipuzkoa"
"20076","20",37.7,27.3,10.4,8,"Ordizia","Gipuzcoa"
"39073","39",38.9,28.5,10.4,7,"Santa Cruz de Bezana","Cantabria"
"43903","43",39.2,28.8,10.4,2,"Camarles","Tarragona"
"20009","20",43.8,33.4,10.4,11,"Andoain","Gipuzkoa"
"20009","20",43.8,33.4,10.4,11,"Andoain","Gipuzcoa"
"21007","21",45.3,34.9,10.4,7,"Aracena","Huelva"
"08284","08",53.1,42.7,10.4,7,"Tordera","Barcelona"
"17049","17",43.1,32.6,10.5,3,"Celrà","Girona"
"46135","46",27.3,16.7,10.6,7,"Godella","Valencia/Valéncia"
"35023","35",29.8,19.2,10.6,12,"Santa María de Guía de Gran Canaria","Palmas, Las"
"41027","41",30.5,19.9,10.6,3,"Castilblanco de los Arroyos","Sevilla"
"14052","14",40.6,30,10.6,13,"Peñarroya-Pueblonuevo","Córdoba"
"46213","46",41.9,31.3,10.6,13,"Requena","Valencia/Valéncia"
"25203","25",48.2,37.6,10.6,7,"Seu d'Urgell, La","Lleida"
"41006","41",51.5,40.9,10.6,3,"Alcolea del Río","Sevilla"
"43153","43",52.4,41.8,10.6,8,"Torredembarra","Tarragona"
"08289","08",54.4,43.8,10.6,4,"Torrelles de Llobregat","Barcelona"
"46165","46",29.7,19,10.7,7,"Massanassa","Valencia/Valéncia"
"03081","03",32.8,22.1,10.7,2,"Xaló","Alicante"
"10195","10",33.6,22.9,10.7,7,"Trujillo","Cáceres"
"30033","30",35.3,24.6,10.7,12,"Puerto Lumbreras","Murcia"
"26071","26",42.1,31.4,10.7,8,"Haro","Rioja, La"
"48069","48",44.7,34,10.7,10,"Mungia","Bizkaia"
"15035","15",47,36.3,10.7,11,"Fene","Coruña, A"
"32036","32",25.2,14.4,10.8,2,"Xunqueira de Ambía","Ourense"
"46006","46",25.8,15,10.8,7,"Albaida","Valencia/Valéncia"
"03102","03",28.4,17.6,10.8,6,"Pego","Alicante"
"39080","39",29.3,18.5,10.8,4,"San Vicente de la Barquera","Cantabria"
"08273","08",35.6,24.8,10.8,3,"Subirats","Barcelona"
"28140","28",35.6,24.8,10.8,3,"Serranillos del Valle","Madrid"
"49219","49",35.8,25,10.8,8,"Toro","Zamora"
"28009","28",37.7,26.9,10.8,9,"Algete","Madrid"
"45163","45",38.8,28,10.8,8,"Sonseca","Toledo"
"22130","22",41.9,31.1,10.8,8,"Jaca","Huesca"
"33020","33",43.4,32.6,10.8,13,"Corvera de Asturias","Asturias"
"41093","41",43.6,32.8,10.8,14,"Tomares","Sevilla"
